"variable_id","canonical_name","source_system","bea_dataset","bea_table","bea_line","bea_line_description","series_code","sector_boundary","asset_block","account_boundary","frequency","unit","price_basis","stock_flow_type","role_tag","priority","required_for_downstream_object","download_date","vintage","source_url_or_query","status","notes","source_cache_file","aggregation_group"
"CORP_DIVIDENDS_NET","CORP_net_dividends","BEA","NIPA","T11400","14","NIPA Table 1.14 line 14","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_net","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"CORP_GVA","CORP_gross_value_added","BEA","NIPA","T11400","1","NIPA Table 1.14 line 1","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","gross_value_added","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"CORP_NET_INT","CORP_net_interest_misc_payments","BEA","NIPA","T11400","9","NIPA Table 1.14 line 9","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_interest","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"CORP_NOS","CORP_net_operating_surplus","BEA","NIPA","T11400","8","NIPA Table 1.14 line 8","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_operating_surplus","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"CORP_NVA","CORP_net_value_added","BEA","NIPA","T11400","3","NIPA Table 1.14 line 3","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_value_added","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"CORP_PBT","CORP_profits_before_tax","BEA","NIPA","T11400","37","NIPA Table 1.14 line 37","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","profits_before_tax","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"CORP_PROFITS_IVA_CC","CORP_profits_with_IVA_CCAdj","BEA","NIPA","T11400","11","NIPA Table 1.14 line 11","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","profits","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"CORP_TRANSFERS_NET","CORP_business_current_transfers_net","BEA","NIPA","T11400","10","NIPA Table 1.14 line 10","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfers_net","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"T711_L52","BankMonIntPaid_paid_state_local","BEA","NIPA","T71100","52","NIPA Table 7.11 line 52","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"T711_L53","CorpNFNetImpIntPaid_line53","BEA","NIPA","T71100","53","NIPA Table 7.11 line 53","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"T711_L73","BankMonIntPaid_received_federal","BEA","NIPA","T71100","73","NIPA Table 7.11 line 73","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"T711_L74","CorpNFNetImpIntPaid_line74","BEA","NIPA","T71100","74","NIPA Table 7.11 line 74","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"T711_L91","BankMonIntPaid_paid_government","BEA","NIPA","T71100","91","NIPA Table 7.11 line 91","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"FIN__current_transfer_payments","FIN_current_transfer_payments","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_payments","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"FIN__current_transfer_receipts","FIN_current_transfer_receipts","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_receipts","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"FIN__dividends_paid","FIN_dividends_paid","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_paid","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"FIN__dividends_received","FIN_dividends_received","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_received","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"FIN_CFC","FIN_CFC","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"FIN_COMP","FIN_COMP","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"FIN_DIVIDENDS","FIN_DIVIDENDS","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"FIN_GVA","FIN_gross_value_added","BEA","NIPA","T11400","16","NIPA Table 1.14 line 16","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","gross_value_added","corporate_boundary_diagnostic","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"FIN_NET_INT","FIN_NET_INT","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"FIN_NOS","FIN_NOS","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"FIN_NVA","FIN_NVA","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"FIN_PBT","FIN_PBT","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"FIN_TRANSFERS","FIN_TRANSFERS","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable"
"T711_L28","BankMonIntPaid_received_financial","BEA","NIPA","T71100","28","NIPA Table 7.11 line 28","not_provided_by_cached_extract","FIN","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"T711_L4","BankMonIntPaid_paid_financial","BEA","NIPA","T71100","4","NIPA Table 7.11 line 4","not_provided_by_cached_extract","FIN","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"T711_L44","BankMonIntPaid_paid_banks_credit_investment","BEA","NIPA","T71100","44","NIPA Table 7.11 line 44","not_provided_by_cached_extract","FIN","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable"
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","Current-cost gross stock not published in the standard staged menu","not_provided_by_cached_extract","GOV_TRANS","TRANSPORT_AGGREGATE","government_fixed_assets","A","not_available","current_cost","gross_stock","frontier_conditioner","required","GOV_TRANS_GPIM","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Do not substitute net stock. Downstream GPIM must be explicit.","not_available","GOV_TRANS"
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","GOV_TRANS_highways_streets_cfc_current_cost","BEA","FixedAssets","FAAt703","14","Government highways streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt703&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_dep_cc.csv","GOV_TRANS"
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","GOV_TRANS_highways_streets_gross_investment_current_cost","BEA","FixedAssets","FAAt705","14","Government highways streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Millions of current dollars","current_cost","gross_investment","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt705&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","FixedAssets_FAAt705.csv","GOV_TRANS"
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","GOV_TRANS_highways_streets_net_stock_current_cost","BEA","FixedAssets","FAAt701","14","Government highways streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Millions of current dollars","current_cost","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt701&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_cc.csv","GOV_TRANS"
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","GOV_TRANS_highways_streets_net_stock_quantity_index","BEA","FixedAssets","FAAt702","14","Government highways streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt702&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_chain.csv","GOV_TRANS"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","GOV_TRANS_transportation_structures_cfc_current_cost","BEA","FixedAssets","FAAt703","12","Government transportation structures","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt703&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_dep_cc.csv","GOV_TRANS"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","GOV_TRANS_transportation_structures_gross_investment_current_cost","BEA","FixedAssets","FAAt705","12","Government transportation structures","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Millions of current dollars","current_cost","gross_investment","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt705&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","FixedAssets_FAAt705.csv","GOV_TRANS"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","GOV_TRANS_transportation_structures_net_stock_current_cost","BEA","FixedAssets","FAAt701","12","Government transportation structures","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Millions of current dollars","current_cost","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt701&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_cc.csv","GOV_TRANS"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","GOV_TRANS_transportation_structures_net_stock_quantity_index","BEA","FixedAssets","FAAt702","12","Government transportation structures","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt702&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_chain.csv","GOV_TRANS"
"NFC__current_transfer_payments","NFC_current_transfer_payments","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_payments","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"NFC__current_transfer_receipts","NFC_current_transfer_receipts","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_receipts","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"NFC__dividends_paid","NFC_dividends_paid","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_paid","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"NFC__dividends_received","NFC_dividends_received","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_received","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable"
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404","40","NFC intellectual_property_products cfc_current_cost","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable"
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","BEA","FixedAssets","FAAt407","40","NFC intellectual_property_products gross_investment_current_cost","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","frontier_conditioner","required","frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable"
"NFC__IPP__gross_stock_current_cost","NFC_intellectual_property_products_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","not_available","current_cost","gross_stock","frontier_conditioner","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable"
