"variable_id","canonical_name","source_system","bea_dataset","bea_table","bea_line","bea_line_description","series_code","sector_boundary","asset_block","account_boundary","frequency","unit","price_basis","stock_flow_type","role_tag","priority","required_for_downstream_object","download_date","vintage","source_url_or_query","status","notes","source_cache_file","aggregation_group","row_count","coverage_start","coverage_end","staged_source_file"
"CORP__NRC__net_stock_current_cost","CORP_nonresidential_structures_net_stock_current_cost","BEA","FixedAssets","FAAt401","19","Structures","not_provided_by_cached_extract","CORP","NRC","fixed_assets","A","Millions of current dollars","current_cost","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt401.csv"
"CORP__NRC__net_stock_quantity_index","CORP_nonresidential_structures_net_stock_quantity_index","BEA","FixedAssets","FAAt402","19","Structures","not_provided_by_cached_extract","CORP","NRC","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt402.csv"
"CORP__NRC__retirements","CORP_nonresidential_structures_retirements","BEA","FixedAssets","not_available","not_available","retirements not directly available in the staged standard table menu","not_provided_by_cached_extract","CORP","NRC","fixed_assets","A","not_available","not_applicable","retirements","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"CORP__NRC__revaluation_holding_gains","CORP_nonresidential_structures_revaluation_holding_gains","BEA","FixedAssets","not_available","not_available","revaluation_holding_gains not directly available in the staged standard table menu","not_provided_by_cached_extract","CORP","NRC","fixed_assets","A","not_available","not_applicable","revaluation_holding_gains","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"CORP__TOTAL__cfc_current_cost","CORP_total_cfc_current_cost","BEA","FixedAssets","FAAt404","17","Corporate","not_provided_by_cached_extract","CORP","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","cfc","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv"
"CORP__TOTAL__gross_investment_current_cost","CORP_total_gross_investment_current_cost","BEA","FixedAssets","FAAt407","17","Corporate","not_provided_by_cached_extract","CORP","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable",124,"1901","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt407.csv"
"CORP__TOTAL__gross_stock_current_cost","CORP_total_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","CORP","TOTAL","fixed_assets","A","not_available","current_cost","gross_stock","capital_menu_total","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"CORP__TOTAL__net_stock_current_cost","CORP_total_net_stock_current_cost","BEA","FixedAssets","FAAt401","17","Corporate","not_provided_by_cached_extract","CORP","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","net_stock","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt401.csv"
"CORP__TOTAL__net_stock_quantity_index","CORP_total_net_stock_quantity_index","BEA","FixedAssets","FAAt402","17","Corporate","not_provided_by_cached_extract","CORP","TOTAL","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt402.csv"
"CORP_CFC","CORP_consumption_fixed_capital","BEA","NIPA","T11400","2","Consumption of fixed capital","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","cfc","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_COMP","CORP_compensation_employees","BEA","NIPA","T11400","4","Compensation of employees","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","compensation","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_DIVIDENDS_NET","CORP_net_dividends","BEA","NIPA","T11400","14","Net dividends","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_net","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_GVA","CORP_gross_value_added","BEA","NIPA","T11400","1","Gross value added of corporate business","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","gross_value_added","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_NET_INT","CORP_net_interest_misc_payments","BEA","NIPA","T11400","9","Net interest and miscellaneous payments","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_interest","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_NOS","CORP_net_operating_surplus","BEA","NIPA","T11400","8","Net operating surplus","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_operating_surplus","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_NVA","CORP_net_value_added","BEA","NIPA","T11400","3","Net value added","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_value_added","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_PBT","CORP_profits_before_tax","BEA","NIPA","T11400","37","Profits before tax (without IVA and CCAdj)","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","profits_before_tax","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_PROFITS_IVA_CC","CORP_profits_with_IVA_CCAdj","BEA","NIPA","T11400","11","Corporate profits with IVA and CCAdj","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","profits","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"CORP_TRANSFERS_NET","CORP_business_current_transfers_net","BEA","NIPA","T11400","10","Business current transfer payments (net)","not_provided_by_cached_extract","CORP","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfers_net","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"T711_L52","BankMonIntPaid_paid_state_local","BEA","NIPA","T71100","52","State and local","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",79,"1946","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"T711_L53","CorpNFNetImpIntPaid_line53","BEA","NIPA","T71100","53","Rest of the world","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",39,"1986","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"T711_L73","BankMonIntPaid_received_federal","BEA","NIPA","T71100","73","Federal","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",79,"1946","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"T711_L74","CorpNFNetImpIntPaid_line74","BEA","NIPA","T71100","74","State and local","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",79,"1946","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"T711_L91","BankMonIntPaid_paid_government","BEA","NIPA","T71100","91","Government","not_provided_by_cached_extract","CORP_FIN_BOUNDARY","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",79,"1946","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"FIN__current_transfer_payments","FIN_current_transfer_payments","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_payments","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN__current_transfer_receipts","FIN_current_transfer_receipts","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_receipts","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN__dividends_paid","FIN_dividends_paid","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_paid","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN__dividends_received","FIN_dividends_received","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_received","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_CFC","FIN_CFC","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_COMP","FIN_COMP","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_DIVIDENDS","FIN_DIVIDENDS","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_GVA","FIN_gross_value_added","BEA","NIPA","T11400","16","Gross value added of financial corporate business","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","gross_value_added","corporate_boundary_diagnostic","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
"FIN_NET_INT","FIN_NET_INT","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_NOS","FIN_NOS","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_NVA","FIN_NVA","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_PBT","FIN_PBT","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"FIN_TRANSFERS","FIN_TRANSFERS","BEA","NIPA","downstream_only","not_applicable","Derived from explicitly staged CORP/NFC ingredients or requires another NIPA table","not_provided_by_cached_extract","FIN","not_applicable","income_accounts","A","Millions of current dollars","current_cost","income_account","corporate_boundary_diagnostic","required","financial_corporate_correction_layer","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","downstream_constructed_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"T711_L28","BankMonIntPaid_received_financial","BEA","NIPA","T71100","28","Financial","not_provided_by_cached_extract","FIN","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",79,"1946","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"T711_L4","BankMonIntPaid_paid_financial","BEA","NIPA","T71100","4","Financial","not_provided_by_cached_extract","FIN","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",79,"1946","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"T711_L44","BankMonIntPaid_paid_banks_credit_investment","BEA","NIPA","T71100","44","Banks, credit agencies, and investment companies","not_provided_by_cached_extract","FIN","not_applicable","imputed_interest","A","Millions of current dollars","current_cost","interest_flow","shaikh_candidate_line_ingredient","required","shaikh_candidate_semantic_audit_only","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T71100&Frequency=A&Year=X&ResultFormat=JSON","staged","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","nipa_t7011.csv","not_applicable",79,"1946","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T71100.csv"
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","Current-cost gross stock not published in the standard staged menu","not_provided_by_cached_extract","GOV_TRANS","TRANSPORT_AGGREGATE","government_fixed_assets","A","not_available","current_cost","gross_stock","frontier_conditioner","required","GOV_TRANS_GPIM","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Do not substitute net stock. Downstream GPIM must be explicit.","not_available","GOV_TRANS",0,"not_staged","not_staged","not_staged"
