variable_id,display_name,concept_family,sector_boundary,account_position,source_status,candidate_status,constructibility_status,allowed_use,prohibited_use,downstream_stage,notes
GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost,GOV_TRANS_transportation_structures_cfc_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost,GOV_TRANS_transportation_structures_gross_investment_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost,GOV_TRANS_transportation_structures_net_stock_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index,GOV_TRANS_transportation_structures_net_stock_quantity_index,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.
NFC__current_transfer_payments,NFC_current_transfer_payments,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
NFC__current_transfer_receipts,NFC_current_transfer_receipts,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
NFC__dividends_paid,NFC_dividends_paid,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
NFC__dividends_received,NFC_dividends_received,Shaikh_income_correction,NFC,income_accounts,requires_manual_mapping,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,"Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred."
NFC__IPP__cfc_current_cost,NFC_intellectual_property_products_cfc_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__IPP__gross_investment_current_cost,NFC_intellectual_property_products_gross_investment_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__IPP__gross_stock_current_cost,NFC_intellectual_property_products_gross_stock_current_cost,downstream_GPIM_benchmark,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
NFC__IPP__net_stock_current_cost,NFC_intellectual_property_products_net_stock_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__IPP__net_stock_quantity_index,NFC_intellectual_property_products_net_stock_quantity_index,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__IPP__retirements,NFC_intellectual_property_products_retirements,downstream_GPIM_diagnostics,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
NFC__IPP__revaluation_holding_gains,NFC_intellectual_property_products_revaluation_holding_gains,downstream_GPIM_diagnostics,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
NFC__ME__cfc_current_cost,NFC_machinery_equipment_cfc_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__ME__gross_investment_current_cost,NFC_machinery_equipment_gross_investment_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__ME__gross_stock_current_cost,NFC_machinery_equipment_gross_stock_current_cost,downstream_GPIM_benchmark,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
NFC__ME__net_stock_current_cost,NFC_machinery_equipment_net_stock_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__ME__net_stock_quantity_index,NFC_machinery_equipment_net_stock_quantity_index,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__ME__retirements,NFC_machinery_equipment_retirements,downstream_GPIM_diagnostics,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
NFC__ME__revaluation_holding_gains,NFC_machinery_equipment_revaluation_holding_gains,downstream_GPIM_diagnostics,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
NFC__NRC__cfc_current_cost,NFC_nonresidential_structures_cfc_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__NRC__gross_investment_current_cost,NFC_nonresidential_structures_gross_investment_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__NRC__gross_stock_current_cost,NFC_nonresidential_structures_gross_stock_current_cost,downstream_GPIM_benchmark,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
NFC__NRC__net_stock_current_cost,NFC_nonresidential_structures_net_stock_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__NRC__net_stock_quantity_index,NFC_nonresidential_structures_net_stock_quantity_index,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__NRC__retirements,NFC_nonresidential_structures_retirements,downstream_GPIM_diagnostics,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
NFC__NRC__revaluation_holding_gains,NFC_nonresidential_structures_revaluation_holding_gains,downstream_GPIM_diagnostics,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.
NFC__TOTAL__cfc_current_cost,NFC_total_cfc_current_cost,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__TOTAL__gross_investment_current_cost,NFC_total_gross_investment_current_cost,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__TOTAL__gross_stock_current_cost,NFC_total_gross_stock_current_cost,downstream_GPIM_benchmark,NFC,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.
NFC__TOTAL__net_stock_current_cost,NFC_total_net_stock_current_cost,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC__TOTAL__net_stock_quantity_index,NFC_total_net_stock_quantity_index,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
NFC_CFC,NFC_consumption_fixed_capital,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_COMP,NFC_compensation_employees,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_DIVIDENDS_NET,NFC_net_dividends,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_GVA,NFC_gross_value_added,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_NET_INT,NFC_net_interest_misc_payments,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_NOS,NFC_net_operating_surplus,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_NVA,NFC_net_value_added,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_PBT,NFC_profits_before_tax,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_PROFITS_IVA_CC,NFC_profits_with_IVA_CCAdj,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
NFC_TRANSFERS_NET,NFC_business_current_transfers_net,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.
WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE,Wage Share Unadjusted Nfc Gva Baseline,S20E_stock_flow_labour_value_accounting,nonfinancial corporate,conceptual_candidate_status,S20E_CL_metadata_only,READY_AS_BASELINE,metadata_only_no_construction,existing documented baseline lane,none from S20E-CL,future human-review documentation only; no V1 construction,Preserve existing baseline; not replaced by Shaikh corporate candidate.
CORP_IMPUTED_INTEREST_ADJ,Corp Imputed Interest Adj,S20E_stock_flow_labour_value_accounting,corporate,conceptual_candidate_status,S20E_CL_metadata_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_only_no_construction,documentation; reconciliation; candidate menu,construction; handoff; regression; baseline,future human-review documentation only; no V1 construction,Expected current status for Shaikh corporate adjustment.
CORP_GVA_SHAIKH_RECONCILIATION,Corp Gva Shaikh Reconciliation,S20E_stock_flow_labour_value_accounting,corporate,conceptual_candidate_status,S20E_CL_metadata_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_only_no_construction,documentation; reconciliation; candidate menu,construction; handoff; regression; baseline,future human-review documentation only; no V1 construction,Must flow through GOS/NOS under stock-flow law.
CORP_GOS_SHAIKH_RECONCILIATION,Corp Gos Shaikh Reconciliation,S20E_stock_flow_labour_value_accounting,corporate,conceptual_candidate_status,S20E_CL_metadata_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_only_no_construction,documentation; reconciliation; candidate menu,construction; handoff; regression; baseline,future human-review documentation only; no V1 construction,Potential future robustness candidate after human review.
CORP_NOS_EBIT_SHAIKH_RECONCILIATION,Corp Nos Ebit Shaikh Reconciliation,S20E_stock_flow_labour_value_accounting,corporate,conceptual_candidate_status,S20E_CL_metadata_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_only_no_construction,documentation; reconciliation; candidate menu,construction; adjusted corporate profit; pure surplus value,future human-review documentation only; no V1 construction,"EBIT-like NOS, not corporate profit."
CORP_SHAIKH_OPERATING_LADDER_RECONCILIATION_BUNDLE,Corp Shaikh Operating Ladder Reconciliation Bundle,S20E_stock_flow_labour_value_accounting,corporate,conceptual_candidate_status,S20E_CL_metadata_only,DOCUMENTATION_AND_RECONCILIATION_CANDIDATE,metadata_only_no_construction,documentation; reconciliation; candidate robustness design; future human review,constructed model input; baseline variable; regression regressor; pure surplus value; adjusted corporate profit; replacement for WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE,future human-review documentation only; no V1 construction,Bundle-level operating ladder check; conceptually coherent but not constructed or authorized.
BUSINESS_WIDE_SHAIKH_RECONCILIATION,Business Wide Shaikh Reconciliation,S20E_stock_flow_labour_value_accounting,business-wide,conceptual_candidate_status,S20E_CL_metadata_only,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_only_no_construction,documentation,construction; handoff; baseline,future human-review documentation only; no V1 construction,Commercial-capital and noncorporate labour-equivalent blur remains unresolved.
PRODUCTIVE_SURPLUS_VALUE_CORP_WHOLE,Productive Surplus Value Corp Whole,S20E_stock_flow_labour_value_accounting,corporate including finance,conceptual_candidate_status,S20E_CL_metadata_only,BLOCKED_DOUBLE_COUNTING_RISK,metadata_only_no_construction,negative control documentation,all construction and interpretation as productive value,future human-review documentation only; no V1 construction,"Financial corporate components are claims/appropriation channels, not productive capital."
ADD_PROFITS_TO_NOS,Add Profits To Nos,S20E_stock_flow_labour_value_accounting,corporate,conceptual_candidate_status,S20E_CL_metadata_only,BLOCKED_STOCK_FLOW_INCONSISTENT,metadata_only_no_construction,negative control documentation,all construction,future human-review documentation only; no V1 construction,Violates account ladder.
